Protein	Gene Symbol	# Proteins	Category	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
P23526	AHCY	1	HUMAN	1008560	979090	1079140	1092460	1030470	1031360
P23527	H2BC17	1	HUMAN	194990	184406	189427	186692	178345	163751
P23528	CFL1	1	HUMAN	1394610	1254400	1517680	1411000	1399950	1362410
P23542	AAT2	1	YEAST	259943	226311	97744.1	105885	23677.2	26342.1
P23561	STE11	1	YEAST	6000.92	9906.17	4753.6	3768.23	1851.53	1371.12
P23585	HXT2	1	YEAST	53597.8	44014.4	15695.5	19468.2	4241.11	5453.76
P23588	EIF4B	1	HUMAN	600831	548450	682655	652978	574523	555456
P23594	PPH21	1	YEAST	35467.4	28102.3	28447.8	14176.4		18931.1
P23595	PPH22	1	YEAST	101689	118101	60459.1	45197.1	23802.6	29024.4
P23610	F8A3	1	HUMAN	11215.4	9459.2	12040.6	11267	12441.4	9065.99
P23615	SPT6	1	YEAST	79413.4	74780.8	33651.4	33491.6	8601.79	8815.28
P23634	ATP2B4	1	HUMAN	7538.82	7033.11	8215.99	7195.58	6423.01	8909.03
P23638	PRE9	1	YEAST	210620	205278	85177.7	85503.7	21431.4	23636.9
P23639	PRE8	1	YEAST	94822.2	96238.8	37068.2	37585.6	9116.5	9341.71
P23641	MIR1	1	YEAST	139511	137509	51487.6	54086.9	11696.7	12564.9
P23642	VAN1	1	YEAST	334410	333912	151685	165255	54410.2	48540.3
P23643	VPS3	1	YEAST	3112.66	2247.87	807.574	1102.97		
P23644	TOM40	1	YEAST	153196	145014	65037.1	57450.9	11364.7	10060.2
P23677	ITPKA	1	HUMAN	3280.67		1192.89	2266.55	1013.39	1529.18
P23724	PRE7	1	YEAST	84759.2	82740.9	40258.5	42402	8347.06	8040.78
P23743	DGKA	1	HUMAN	4240.9	5882.97	5189.4	3770.57	5354.18	4262.63
P23776	EXG1	1	YEAST	58230.1	61967.2	24803.1	26859.5	7282.37	5859.65
P23786	CPT2	1	HUMAN	29598.2	28108.8	31871.4	30436.6	32130.1	32065.9
P23797	GPI12	1	YEAST	12441.1	4565.22	2556	6286.06		2453.61
P23833	SCO1	1	YEAST	1264.63	1631.35	1603.14	1104.21	657.645	678.117
P23900	FPS1	1	YEAST	480.773	672.071	574.938	618.674		
P23919	DTYMK	1	HUMAN	146682	148372	163951	161325	179368	179806
P23921	RRM1	1	HUMAN	93619.7	97255.9	97543.9	97348.6	104275	97474.9
P23968	VMA16	1	YEAST	6832.69	5597.94	2922.33	3939.28	977.693	
P24000	RPL24B	1	YEAST	2746440	2750470	1178740	1225370	263366	253467
P24031	PHO3	1	YEAST	122343	98013.9	56624.4	52733.6	1982.15	1293.65
P24255	rpoN	1	ECOLI	26560.8	21193.3	31332.7	29136.2	23385.5	29103.1
P24276	SSD1	1	YEAST	53789.7	54849.5	23206.2	25752.5	5633.27	5733.99
P24279	MCM3	1	YEAST	111520	125617	45746.4	48403.8	11380.5	11806.9
P24280	SEC14	1	YEAST	278967	274045	116214	111466	28588.3	25426.2
P24298	GPT	1	HUMAN	26021.8	31278.6	28433.7	34030.6	29006.5	30788.4
P24309	DBR1	1	YEAST	1936.28	2814.44	825.015	512.15		
P24386	CHM	1	HUMAN	21918.3	26635.4	25306.5	25714.1	21113.4	21421.1
P24390	KDELR1	1	HUMAN	3703.46	1973.91	2290.69	936.397	4803.18	4277.9
P24468	NR2F2	1	HUMAN	23778.5	12661.4	13475.3	11392.1	16892.3	14170.4
P24482	DPB2	1	YEAST	11009.4	7908.52	2806	3741.19	963.605	
P24521	ERG8	1	YEAST	14835.3	14422	8895.01	8525.62		2574.35
P24522	GADD45A	1	HUMAN	3117.8		3278.61	2432.89	1891	1376.98
P24534	EEF1B2	1	HUMAN	837156	809068	1053420	1079470	826248	802633
P24539	ATP5PB	1	HUMAN	21955.1	15138.2	21818.2	19440.4	21458.9	22632.2
P24583	PKC1	1	YEAST	17181.5	15108.1	8382.87	6437.2	5735.88	
P24666	ACP1	1	HUMAN	297989	279917	387082	379677	445974	467540
P24723	PRKCH	1	HUMAN		1507.38	2362.74		1137.75	2406.81
P24752	ACAT1	1	HUMAN	395310	398931	438261	447102	416877	416591
P24783	DBP2	1	YEAST	713668	707979	302146	303765	73989.9	80434.5
P24844	MYL9	1	HUMAN	262282	261986	291970	307195	253402	247982
P24863	CCNC	1	HUMAN	7390.01	7503.82	9526.12	8381.81	6482.18	8206.69
P24928	POLR2A	1	HUMAN	33364.6	28632	36116.4	34952.9	34891.7	34409.6
P24941	CDK2	1	HUMAN	71598.5	68370.3	72479.2	73491.8	67911.3	73446.9
P25037	UBP1	1	YEAST	26447.9	30920	12416.7	12498.2	3532.88	2989.57
P25039	MEF1	1	YEAST	23145.3	19901.1	8396.1	12346.2	3931.38	3549.32
P25040	TSR4	1	YEAST	34643.9	28487.9	13598.3	13138.1	3156.06	3497.46
P25042	ROX1	1	YEAST		749.808				
P25043	PUP1	1	YEAST	85325.2	69883.5	37228.5	34342.3	6155.69	7573.02
P25044	PTP1	1	YEAST	5964.34	13348.9	2889.3	2082.55		
P25045	LCB1	1	YEAST	35136.3	36617.1	14704	16876.7	2699.24	1266.62
P25054	APC	1	HUMAN	4922.11	3599.72	4640.11	4567.87	4048.07	2944
P25087	ERG6	1	YEAST	509104	471968	207951	212285	52186.2	50756.1
P25098	GRK2	1	HUMAN	32229.2	30076.2	24990.3	23258.4	23584.2	25420.6
P25205	MCM3	1	HUMAN	269882	261156	289275	292448	264698	252918
P25208	NFYB	1	HUMAN	31552.5	35666.8	38469.7	39979.8	34447.4	32821.6
P25270	MRM1	1	YEAST	2079.37	1682.99				
P25293	NAP1	1	YEAST	131263	103502	51759.3	54077.8	12743.1	11707.6
P25294	SIS1	1	YEAST	221158	224466	102598	101943	23464.9	23148.2
P25296	CNB1	1	YEAST	348995	433952	233762	221891	45717.4	34572.1
P25297	PHO84	1	YEAST	190480	208687	83426.3	82007.6	14565.9	17089.7
P25298	RNA14	1	YEAST	14816.5	12949.9	7362.4	6610.18	2006.35	1308.2
P25299	RNA15	1	YEAST	7458.32	9860.29	5135.35	3715.33	1092.45	2100.75
P25303	SCJ1	1	YEAST	18357.4	17620	10297.4	11568.2	5261.41	3598.16
P25311	AZGP1	1	HUMAN	703.298		231.161		577.665	901.459
P25325	MPST	1	HUMAN	118798	108982	122690	124717	127672	124617
P25332	RBK1	1	YEAST	21236.7	17490	10563.1	10846.7	3672.78	4018.87
P25334	CPR4	1	YEAST	3048.04	3063.41	1378.72	1968.14		296.368
P25336	MSH3	1	YEAST	24683.8	25129.5	12541.9	13483.1	4245.08	4732.1
P25339	PUF4	1	YEAST	39117.8	38709.5	15995	16604.9	6357.79	4308.02
P25340	ERG4	1	YEAST	138582	134455	57496	54665.1	11840.3	9576.96
P25342	CDC10	1	YEAST	106534	88405.1	40748.9	41889.2	12422.7	15420
P25343	RVS161	1	YEAST	126419	122795	48608.9	51075.4	11057.7	11937.9
P25344	STE50	1	YEAST	2344.75	1443.34	639.514	1766.99		601.093
P25345	SLM5	1	YEAST	4981.72	5037.4	1920.4	2234.03		
P25349	YCP4	1	YEAST	213079	213873	92284.9	92409.4	21141.7	23343.2
P25353	NPP1	1	YEAST	2585.82	2877.5	1540.33	3552.53		
P25355	CTR86	1	YEAST	10261.3	10223.4	2846	4064.7	1083.72	1377.34
P25357	SNT1	1	YEAST	1825.81	829.541		888.346		
P25358	ELO2	1	YEAST	44954.4	30920.7	21989.3	25290.7	7290.6	4630.53
P25359	RRP43	1	YEAST	18740.2	16286.1	7880.71	6363.36	1406.28	2930.26
P25361	YCR043C	1	YEAST	26782.9	33423.2	14886.3	15563.9	9937.74	6823.99
P25365	SED4	1	YEAST	11789.7	12589.2	5603.72	5670.88	3745.98	3385.89
P25366	OCA4	1	YEAST	6948.31	5037.39	3158.22	3529.88	1565.88	
P25367	RNQ1	1	YEAST	66625.9	64620.7	25860.2	28563.4	5648.35	4963.62
P25368	RRP7	1	YEAST	30580.7	28995.9	10828.2	12636.6		
P25369	LSB5	1	YEAST	15197.7	15005	6972.48	6994.14	2483.59	2014.32
P25371	ADP1	1	YEAST	23965.3	22346.6	11919.8	12448.1	4623.01	3324.9
P25372	TRX3	1	YEAST	14764.1	18323	13226.1	9532.11	1636.02	4884.52
P25373	GRX1	1	YEAST	129661	108730	58934.4	55623.9	14321.8	13021.5
P25374	NFS1	1	YEAST	53044.4	49524.2	21924.8	19347.5	5007.37	5602.36
P25375	PRD1	1	YEAST	94630.5	89628.2	39429.9	45095.1	12915.6	12747.4
P25379	CHA1	1	YEAST	115677	115308	52790.2	49378.9	7301.27	11150
P25382	RSA4	1	YEAST	25447.2	24432.4	13603.9	11456.6	4887.06	6025.71
P25383	TY2A-C	1	YEAST	1759.21	3979.7	1098.94	1902.72	681.895	589.556
P25384	TY2B-C	1	YEAST	19820.7	16556.4	14779.6	10187.1	3326.31	2587.46
P25385	BOS1	1	YEAST	9952.56	12132.5	4180.52	3641.76	1234.95	
P25386	USO1	1	YEAST	24971.2	25151.6	11721.6	12761.9	4975.66	4163.06
P25391	LAMA1	1	HUMAN	1824.22		5779.12	7912.03	2911.22	3025.44
P25398	RPS12	1	HUMAN	488391	388618	709293	669984	575677	559225
P25440	BRD2	1	HUMAN	36228.1	30365	36435.1	39079.9	35112.7	36909.2
P25441	RPC53	1	YEAST	34308.8	27175.9	13926	14170.6	4491.11	4020.35
P25443	RPS2	1	YEAST	2233060	2094050	1087870	1073660	219699	254406
P25445	FAS	1	HUMAN				199.3	286.351	343.255
P25451	PUP3	1	YEAST	175498	169685	63239.1	66453.5	15748.8	16031.1
P25454	RAD51	1	YEAST	17379.3	15693.2	8398.27	7538.85	3472.69	
P25490	YY1	1	HUMAN	21666.7	20631.6	30525.2	26429.6	30447.1	29784.7
P25491	YDJ1	1	YEAST	643358	560859	290324	286017	61196.5	60835.4
P25555	GBP2	1	YEAST	52728	56756.4	24012	23684.1	6176.27	6146.59
P25558	BUD3	1	YEAST	10952.9	12056.3	8073.82	7811.79	3493.33	2057.77
P25560	RER1	1	YEAST	14808.9	14474.5	5724.3	5080.62	2816.93	3418.1
P25566	MXR2	1	YEAST	1234.38	1681.06	704.185	987.471		
P25567	SRO9	1	YEAST	262951	238601	118239	116528	26606.4	23523.4
P25568	ATG22	1	YEAST	8802.44	7935.25	2553.62	2835.76		
P25569	GID7	1	YEAST	5424.86	3400	4962.44	3013.41	3186.41	
P25573	MGR1	1	YEAST	11584.8	12335.6	4569.16	6463.07	1838.64	1273.4
P25574	EMC1	1	YEAST	55048.7	43406.3	19397.8	22680.1	8326.94	7563.69
P25576	POF1	1	YEAST	7741.17	8843.97	1371.46	2524.94	910.21	307.57
P25580	PBN1	1	YEAST	8608.45	6541.52	6814.32	5933.29		
P25582	SPB1	1	YEAST	19818.9	16836	8056.94	7424.26	2135.44	2662.49
P25586	KRR1	1	YEAST	84776.2	69896.5	37090.1	36679.9	11055.6	9487.79
P25588	MRC1	1	YEAST	66275.2	65747.7	15932.5	29782.8	5553.6	10123.6
P25604	STP22	1	YEAST	9990.98	5683.96	4095.41	3161.46		
P25605	ILV6	1	YEAST	214289	200947	88619.4	89702.3	15511.5	20305.1
P25617	YCR016W	1	YEAST	13806.5	10629.2	6195.05	5357.41	1019.66	1621
P25618	CWH43	1	YEAST	30121	27069.6	12476.9	12391.5	4549.9	3672.54
P25619	HSP30	1	YEAST	3104.72	2579.87	3458.32	3455.36		
P25623	SYP1	1	YEAST	36497.1	34973.3	15576.2	16369	4345.89	4337.78
P25626	IMG1	1	YEAST	14681.9	16254.8	8121.36	7395.56	2543.75	3592.91
P25627	BUD23	1	YEAST	13177.9	12485.6	6554.4	5499.1	3236.13	1721.6
P25628	ARE1	1	YEAST	11482	14942.3	4982.83	8832.67		2741.76
P25631	YCR051W	1	YEAST	30903.9	26459.6	17516.1	15366.9	4119.64	2596.78
P25632	RSC6	1	YEAST	12762	15275.3	7503.27	7031.2	159.086	4389.63
P25635	PWP2	1	YEAST	27707.6	24214.7	11849.7	8411.9	3604.54	2952.28
P25637	YIH1	1	YEAST	2210.18	2390.58	1268.37	1670.73		1279.87
P25638	TAH1	1	YEAST	5015.07	2842.03	1119.58	816.381		
P25642	IMG2	1	YEAST	9685.01	8225.78	4650.43	5056.82		
P25644	PAT1	1	YEAST	57576.2	60083.7	21322.1	24823.2	5977.14	6432.05
P25654	YCR090C	1	YEAST	21215.8	20234.9	10642.8	12337.5	2103.88	3147.23
P25655	CDC39	1	YEAST	42240.5	37246.7	17551.3	17254.5	5152.21	5133.09
P25656	CDC50	1	YEAST	17261	10406.1	6909.61	15502.5	11999.8	11604
P25659	FUB1	1	YEAST	11103.2	11611.7	5366.26	5941.54	2595.48	
P25685	DNAJB1	1	HUMAN	103582	118100	107998	106853	108755	109317
P25686	DNAJB2	1	HUMAN	3857.96	4783.61	4351.47	4601.85	5182.35	5257.37
P25694	CDC48	1	YEAST	2493420	2473910	971399	1005210	232365	236826
P25705	ATP5F1A	1	HUMAN	502148	464445	539705	545594	481681	516763
P25719	CPR3	1	YEAST	182109	173343	80415.2	74347.6	11253.8	12388.8
P25786	PSMA1	1	HUMAN	502671	483164	536302	567916	513427	565788
P25787	PSMA2	1	HUMAN	312018	277141	299425	321193	332756	328019
P25788	PSMA3	1	HUMAN	205162	203121	252874	231245	217912	241517
P25789	PSMA4	1	HUMAN	376803	395662	441452	407122	413991	426903
P25808	SPB4	1	YEAST	12288	15721.1	7127.88	5870.95	2062.89	1865.38
P25815	S100P	1	HUMAN		251.305	812.902	695.089	302.625	362.272
P25847	MSH2	1	YEAST	57417.8	57269.6	28327.2	28323.3	13925.8	16027.2
P26038	MSN	1	HUMAN	241767	239007	276332	249052	236727	206041
P26045	PTPN3	1	HUMAN	2513.36	5703.22	3281.98	2069.53	1960.3	2316.34
P26196	DDX6	1	HUMAN	339668	333860	375078	383045	401907	408792
P26232	CTNNA2	1	HUMAN	25352.6	31345.5	29597	31749.4	27132.9	29879.6
P26263	PDC6	1	YEAST	306896	304646	140946	133132	38531.3	34297.8
P26321	RPL5	1	YEAST	3448200	2800440	1646320	1759140	397085	366278
P26358	DNMT1	1	HUMAN	84543.3	77503.7	86155.7	85838.4	81894.3	83095
P26368	U2AF2	1	HUMAN	527141	526427	525037	539882	538706	546153
P26373	RPL13	1	HUMAN	1092230	946579	1276030	1211190	1004490	997033
P26374	CHML	1	HUMAN	17891.9	14226.9	13485.5	16403.8	17392.4	14658.3
P26378	ELAVL4	1	HUMAN	62012	40721.4	63122.9	53758.5	30989.8	44903.6
P26440	IVD	1	HUMAN	67048.9	69703.3	66303.7	68112.7	54852.2	46286.9
P26570	PPZ1	1	YEAST	872.352	558.85	253.199	479.752		71.6341
P26572	MGAT1	1	HUMAN	3128.43	3271.06	3035.86	3267.26	2599.29	3033.68
P26583	HMGB2	1	HUMAN	389713	294717	541468	556925	439898	451943
P26599	PTBP1	1	HUMAN	525017	430720	533950	539187	569391	546767
P26637	CDC60	1	YEAST	571941	554075	235277	235595	55328.7	52547.5
P26639	TARS1	1	HUMAN	365953	360077	377834	387448	430870	422122
P26640	VARS1	1	HUMAN	221735	213539	228119	227489	224098	220761
P26641	EEF1G	1	HUMAN	1415400	1356610	1428830	1512810	1422650	1390890
P26725	YUR1	1	YEAST	69531.6	71073.5	28853.1	22604.7	7875.67	4296.86
P26754	RFA2	1	YEAST	23892.1	21972.8	8343.93	8768.8	2052.3	2433.52
P26755	RFA3	1	YEAST	13213.9	10958.8	7541.28	8109.5	3548.93	1082.68
P26783	RPS5	1	YEAST	4437990	4171140	2019740	1939740	437602	468154
P26784	RPL16A	1	YEAST	1055730	1041820	467568	458737	105116	95989.1
P26785	RPL16B	1	YEAST	2256940	2352070	1178080	1120820	219385	213466
P26786	RPS7A	1	YEAST	4446460	3980070	2066710	2092830	528398	531751
P26793	RAD27	1	YEAST	14873.7	10699.8	5923.44	3810.02	2523.66	2172.89
P26842	CD27	1	HUMAN	935.557	2972.43	4828.07		5553.5	4008.71
P26885	FKBP2	1	HUMAN	217036	260574	266870	283736	318124	306388
P27037	ACVR2A	1	HUMAN	1622.33		1788.81	2224.24	2131.56	3162.32
P27105	STOM	1	HUMAN	9833.03	8976.33	10908.9	11490.7	10523.2	9016.1
P27144	AK4	1	HUMAN	54826.8	53209.3	55586.3	63000.3	51243.9	52497.9
P27348	YWHAQ	1	HUMAN	507145	484582	578963	560838	509852	482416
P27351	APL1	1	YEAST	6609.52	12144	2919.96	4143.33		
P27361	MAPK3	1	HUMAN	102490	100346	122976	128078	120214	120730
P27448	MARK3	1	HUMAN	18876	17892.8	20214.3	21534.9	19511	20261.2
P27449	ATP6V0C	1	HUMAN	23810.2	15313.6	24439.9	49907.6	36267.1	15106
P27466	CMK1	1	YEAST	10611.6	9802.49	6025.36	6633.66	1111.04	1630.26
P27472	GSY2	1	YEAST	19648.2	22395.4	7663.11	9155.24	2865.71	2542.59
P27476	NSR1	1	YEAST	292451	272308	122779	125775	29278	29283.1
P27482	CALML3	1	HUMAN	2471.81	1856.8	4019.69	2920.53	3632.33	5501.45
P27514	PHO91	1	YEAST	29775.1	29853.8	11815.4	10932	3756.17	2396.65
P27515	URK1	1	YEAST	8700.8	5508.22	7261.65	3624.69	2226.92	2581.87
P27540	ARNT	1	HUMAN	3722.19	2891.96	5213.16	6102.3	5146.13	4654.92
P27544	CERS1	1	HUMAN	1035.39	801.196	1689.15	619.87	475.028	849.78
P27614	CPS1	1	YEAST	102400	90067.6	45954.4	48304.6	12303.6	12720.7
P27616	ADE1	1	YEAST	184850	176852	77120.8	74569.1	16845.4	14603.4
P27635	RPL10	1	HUMAN	976847	847928	1609210	1608180	1633170	1638120
P27637	BUD14	1	YEAST	12833.4	13933.9	4511.34	9063.38		1998.67
P27680	COQ3	1	YEAST	73331.6	64162.7	42345.1	47649.1	6597.75	5619.51
P27692	SPT5	1	YEAST	82544.7	78121.6	36541.7	35852	9332.56	9587.77
P27694	RPA1	1	HUMAN	264319	258280	284658	276862	267760	273360
P27695	APEX1	1	HUMAN	348257	335252	398052	403249	361822	353426
P27697	COQ8	1	YEAST	13489.7	8634.99	6863.93	7418.1		2748.37
P27705	MIG1	1	YEAST	8259.69	7283.68	3775.43	4343.07	2729.07	792.724
P27707	DCK	1	HUMAN	21554.1	17694.3	18201.7	20108.3	15963.3	15069.5
P27708	CAD	1	HUMAN	227016	218455	246429	243832	252891	247813
P27797	CALR	1	HUMAN	916495	783681	1041130	997237	971999	905942
P27801	PEP3	1	YEAST	6652.61	7725.85	2738.36	2681.56	1097.56	849.398
P27809	KRE2	1	YEAST	87625.3	92705.4	36893.8	35269	8993.86	7431.34
P27810	KTR1	1	YEAST	89968.7	84860.1	43378	41202.2	9404.73	10155
P27816	MAP4	1	HUMAN	242138	240383	285340	290022	264398	256278
P27824	CANX	1	HUMAN	510342	498965	573130	558760	542160	516316
P27882	ERV1	1	YEAST	10757.4	9995.72	9673.97	4692.42	2079.17	
P27929	NAM9	1	YEAST	11221.6	10369.1	4788.63	5835.79	2220.34	1877.5
P27986	PIK3R1	1	HUMAN	6549.1	6399.9	6682.37	4273.17	5256.17	5528.91
P27987	ITPKB	1	HUMAN	1144.14	3287.17	2146.16	4053.02	3028.55	2996.06
P27999	RPB9	1	YEAST	31232.6	31311.2	19372.6	15785.4	5493.27	5339.09
P28000	RPC19	1	YEAST	69290	59342.1	27484.1	29731.8	5597.68	6637.13
P28007	GAR1	1	YEAST	73096.2	80077.4	31485.7	34515.3	7302.87	7583.25
P28066	PSMA5	1	HUMAN	310173	291804	344467	342366	330198	319760
P28070	PSMB4	1	HUMAN	320556	292695	339269	364796	368376	365826
P28072	PSMB6	1	HUMAN	423986	386140	429266	453271	378865	376629
P28074	PSMB5	1	HUMAN	211229	202257	208408	222106	244392	229421
P28161	GSTM2	1	HUMAN	49529.2	51708.1	53835.3	52174.4	49240.7	51043.8
P28239	PPA2	1	YEAST	10378.5	16928.8	8379.26	6870.4		2619.55
P28241	IDH2	1	YEAST	162436	165265	67635.1	66589.3	13953.2	13215
P28272	URA1	1	YEAST	498912	497772	220075	216355	41678.6	44072
P28273	OXP1	1	YEAST	30681.9	28453	13249.7	11522.5	3453.13	3732.19
P28274	URA7	1	YEAST	230266	241371	121327	116858	32795.6	32255.9
P28288	ABCD3	1	HUMAN	31840.5	31676.5	33986.5	32481.3	31901	31613.2
P28289	TMOD1	1	HUMAN	13115.5	12032.6	15443.2	15786.6	15026.1	15209.2
P28290	ITPRID2	1	HUMAN	1470.56	2622.48	1502.87	1461.84	1953.21	3379.29
P28319	CWP1	1	YEAST	9351.74	5527.39	3417.67	3440.24	1284.5	2113.91
P28321	YJU3	1	YEAST	28333.6	23995.4	10751.6	12272.2	2439.78	3282.72
P28330	ACADL	1	HUMAN	3310.91	2325.77	4739.57	4960.13	2276.92	
P28331	NDUFS1	1	HUMAN	27197.9	31082.5	31250.8	30826.8	29863.1	31099.8
P28340	POLD1	1	HUMAN	57286.4	55729.3	63350.4	67633.9	65614.2	60765.3
P28347	TEAD1	1	HUMAN			349.443		940.872	1165.2
P28370	SMARCA1	1	HUMAN	4572.32	5204.45	5027.93	5140.85	5376.86	4845.44
P28482	MAPK1	1	HUMAN	124063	114200	138335	126478	127962	126505
P28495	CAP1	1	YEAST	61621	58405.1	26646.5	29634.6	6731.9	6428.7
P28496	LAC1	1	YEAST	34024.8	24154.6	13727.9	15002.2	3924.46	2395.37
P28625	YIM1	1	YEAST	24313.5	29958.2	13189	9877.89	2478.7	2263.06
P28676	GCA	1	HUMAN	78182	81010.3	71207.1	75006.9	79156.2	74655.1
P28702	RXRB	1	HUMAN	9126.72	8922.89	8321	8939.76	10623.5	9403.62
P28707	SBA1	1	YEAST	698334	588361	232288	237844	50096.4	45661.7
P28708	PRR1	1	YEAST	14655.8	13372.6	4632.83	6361.83		2302.7
P28715	ERCC5	1	HUMAN	13889.9	16824.8	13798.4	19676.9	16341.7	14832.4
P28737	MSP1	1	YEAST	13822.3	9478.47	7647.47	8478.91		
P28749	RBL1	1	HUMAN	7270.34	5860.13	6619.99	5056.56	6271.56	8187.92
P28777	ARO2	1	YEAST	340541	297480	147751	149922	29792.6	35722.7
P28789	HEM3	1	YEAST	31658.3	36069.8	13815	14670.9	3456.51	4434.26
P28791	SEC20	1	YEAST	3522.22	5564.34	1949.63	2634.64		
P28799	GRN	1	HUMAN	2851.23	2655.45				
P28817	EHD3	1	YEAST	16401.7	16659.6	9389.04	9700.23	2594.44	
P28834	IDH1	1	YEAST	247634	259115	103384	106589	24987.7	25626.7
P28838	LAP3	1	HUMAN	166164	148871	180246	180658	191483	179082
P29055	SUA7	1	YEAST	19246.3	18899.7	9785.33	7098.9	2366.63	4190.22
P29056	BRF1	1	YEAST	1238.55	743.405		1072.07		91.177
P29083	GTF2E1	1	HUMAN	20647.1	18472.1	18047.8	21988.8	21087.1	20517.4
P29084	GTF2E2	1	HUMAN	8614.18	8125.18	8902.61	9022.63	8838.88	8464.49
P29144	TPP2	1	HUMAN	39908.2	35782.2	39310.3	42872.9	43352.2	41947.6
P29218	IMPA1	1	HUMAN	79036	78897	77458.2	79876.4	81951.9	74638.4
P29295	HRR25	1	YEAST	18146.7	17045.9	6982.16	8308.93	2402.51	2956.06
P29311	BMH1	1	YEAST	2075020	1951540	1004450	1008370	210401	209258
P29323	EPHB2	1	HUMAN	3774.64	3803.36	3687.48	4947.47	2836.56	2352.47
P29353	SHC1	1	HUMAN	13741.1	10546.4	15616.4	13413.5	11930.9	12766.1
P29366	BEM1	1	YEAST	8381.06	7897.07	1512.29	5290.29	1029.51	1158.37
P29372	MPG	1	HUMAN	27752	27590.6	23479.1	27654.5	23037.2	23538.1
P29373	CRABP2	1	HUMAN	55397.1	42962.1	62367.9	66016.5	66988.8	61344.1
P29374	ARID4A	1	HUMAN	3466.36	3050.05	2897.41	3329.18	3248.64	2718.18
P29375	KDM5A	1	HUMAN	55335.6	64660.4	62645.5	79739.9	76019.9	73267.8
P29401	TKT	1	HUMAN	874280	794748	962883	958340	922047	888696
P29453	RPL8B	1	YEAST	2589040	2466600	1218990	1169960	255415	237865
P29465	CHS3	1	YEAST	11248.5	8808.57		4027.88		
P29468	PAP1	1	YEAST	634308	762673	295518	325953	136567	128527
P29469	MCM2	1	YEAST	19053	22485.7	9885.53	10734.4	2831.41	2645.35
P29478	SEC65	1	YEAST	87746.3	87386.4	40339.8	40053.8	11571.2	13302.7
P29496	MCM5	1	YEAST	24379.8	26541.7	13883.5	14581.1	5033.36	4662.81
P29509	TRR1	1	YEAST	621979	576018	267661	263663	61454.7	61141
P29547	CAM1	1	YEAST	1404530	1282460	565635	545465	121733	121052
P29558	RBMS1	1	HUMAN	10749.1	13497.2	12278.9	15365.2	12951.5	12718.7
P29590	PML	1	HUMAN	8057.24	7791.82	8756.3	10612.1	9668.95	10188.9
P29597	TYK2	1	HUMAN	7893.67	14164.8	7148.07	9889.67	7395.24	7627.31
P29692	EEF1D	1	HUMAN	604887	530167	683936	679366	635495	608687
P29703	RAM2	1	YEAST	17973.4	5861.89	7245.51	9362.85		
P29704	ERG9	1	YEAST	119905	126096	52384.8	56558.1	12903.1	13626.5
P29762	CRABP1	1	HUMAN	8467.85	8157.73	13222.2	9923.09	3532.04	2447.07
P29952	PMI40	1	YEAST	299129	296176	122338	137862	26354.5	27575.5
P29966	MARCKS	1	HUMAN	233829	250292	274607	250649	242831	261486
P29992	GNA11	1	HUMAN	17718.5	13963.8	20414.4	17262	15871.7	18734.5
P30038	ALDH4A1	1	HUMAN	15985	11809.8	12659.7	11921.3	11186	12632.1
P30039	PBLD	1	HUMAN	4374.35	3443.22	6610.04	5323.95	3992.62	4959.11
P30040	ERP29	1	HUMAN	650575	608955	705418	718490	636831	619211
P30041	PRDX6	1	HUMAN	2026160	1925990	2292230	2266350	2478920	2421170
P30043	BLVRB	1	HUMAN	90813.8	94558.3	101946	109429	107786	127174
P30044	PRDX5	1	HUMAN	432500	424398	434331	443497	384243	372644
P30046	DDT	1	HUMAN	1441570	1415750	1696370	1410440	1945890	1612150
P30047	GCHFR	1	HUMAN	123326	148829	140257	160144	143881	125626
P30048	PRDX3	1	HUMAN	1957380	1916020	1852200	1855140	1536030	1518640
P30049	ATP5F1D	1	HUMAN	81368.5	64397.2	88726.4	84700.1	89856.1	71118.9
P30050	RPL12	1	HUMAN	1476420	1457730	1695070	1517390	1270700	1251570
P30084	ECHS1	1	HUMAN	339382	299373	397957	375029	343676	360748
P30085	CMPK1	1	HUMAN	53123.6	50707.1	57392.4	60086.4	58322.6	60231.1
P30086	PEBP1	1	HUMAN	1147160	1173880	1189800	1216560	1340310	1326990
P30101	PDIA3	1	HUMAN	938407	874088	1025160	1052870	1086480	1052410
P30153	PPP2R1A	1	HUMAN	413554	369926	452957	478076	403023	430314
P30154	PPP2R1B	1	HUMAN	21669.9	19089.6	21545.9	21281.9	22670.3	22816.2
P30260	CDC27	1	HUMAN	10716.3	12822.4	12515	11674.7	12476	13086.4
P30291	WEE1	1	HUMAN		2621.63	2081.9	2052.83	1193.35	2201.94
P30307	CDC25C	1	HUMAN	4923.08	6445.79	6608.22	4146.31	4601.98	5072.73
P30405	PPIF	1	HUMAN	191264	192260	257264	253625	198771	199562
P30414	NKTR	1	HUMAN	10125.1	9552.33	12043	13256.4	9758.71	10418
P30419	NMT1	1	HUMAN	130529	127523	130026	129231	137623	140128
P30519	HMOX2	1	HUMAN	33679.2	26173.1	36284.2	35008.5	37231.6	38909.1
P30520	ADSS2	1	HUMAN	160110	164940	166440	177627	174130	181443
P30533	LRPAP1	1	HUMAN	24538.2	24768	33755.3	41199.1	39659.1	37680.6
